drawing_key,drawing_id,phase,batch,split,dwg_path,dxf_path,raw_json_path,png_path,has_dwg,has_dxf,has_raw_json,has_png,png_match_count,png_reuse_group_size,complete_cad_triplet,complete_all
_P1_staging/#2主变220kV侧DL机构二次接线图(B066-500-0301)wm666.taobao.com,#2主变220kV侧DL机构二次接线图(B066-500-0301)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变220kV侧DL机构二次接线图(B066-500-0301)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变220kV侧DL机构二次接线图(B066-500-0301)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变220kV侧DL机构二次接线图(B066-500-0301)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变220kV侧DL机构二次接线图(B066-500-0301)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变220kV侧DL端子箱二次安装图(B066-500-0308)wm666.taobao.com,#2主变220kV侧DL端子箱二次安装图(B066-500-0308)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变220kV侧DL端子箱二次安装图(B066-500-0308)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变220kV侧DL端子箱二次安装图(B066-500-0308)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变220kV侧DL端子箱二次安装图(B066-500-0308)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变220kV侧DL端子箱二次安装图(B066-500-0308)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变35kV侧DL机构二次接线图(B066-500-0304)wm666.taobao.com,#2主变35kV侧DL机构二次接线图(B066-500-0304)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变35kV侧DL机构二次接线图(B066-500-0304)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变35kV侧DL机构二次接线图(B066-500-0304)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变35kV侧DL机构二次接线图(B066-500-0304)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变35kV侧DL机构二次接线图(B066-500-0304)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变35kV侧DL端子箱二次安装图(B066-500-0309)wm666.taobao.com,#2主变35kV侧DL端子箱二次安装图(B066-500-0309)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变35kV侧DL端子箱二次安装图(B066-500-0309)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变35kV侧DL端子箱二次安装图(B066-500-0309)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变35kV侧DL端子箱二次安装图(B066-500-0309)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变35kV侧DL端子箱二次安装图(B066-500-0309)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变500kV侧PT二次接线和安装图(B066-500-0307)wm666.taobao.com,#2主变500kV侧PT二次接线和安装图(B066-500-0307)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变500kV侧PT二次接线和安装图(B066-500-0307)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变500kV侧PT二次接线和安装图(B066-500-0307)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变500kV侧PT二次接线和安装图(B066-500-0307)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变500kV侧PT二次接线和安装图(B066-500-0307)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com,#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com,#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变本体总控制箱端子排图(B066-500-0310)wm666.taobao.com,#2主变本体总控制箱端子排图(B066-500-0310)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变本体总控制箱端子排图(B066-500-0310)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变本体总控制箱端子排图(B066-500-0310)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变本体总控制箱端子排图(B066-500-0310)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变本体总控制箱端子排图(B066-500-0310)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com,#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com,P1,_P1_staging,val,datas/dwg_staging/_P1_staging/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变测控柜A16端子排图(B066-500-0218)wm666.taobao.com,#2主变测控柜A16端子排图(B066-500-0218)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变测控柜A16端子排图(B066-500-0218)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变测控柜A16端子排图(B066-500-0218)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变测控柜A16端子排图(B066-500-0218)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变测控柜A16端子排图(B066-500-0218)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变测量计度回路(B066-500-0201)wm666.taobao.com,#2主变测量计度回路(B066-500-0201)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变测量计度回路(B066-500-0201)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变测量计度回路(B066-500-0201)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变测量计度回路(B066-500-0201)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变测量计度回路(B066-500-0201)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com,#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变风冷控制回路(一)(B066-500-0213)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com,#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变风冷控制回路(二)(B066-500-0214)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com,#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com.dxf,datas/raw_json/_P1_staging/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变风冷控制箱二次安装图(B066-500-0311)wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/001 220kV变电站电气主接线图,001 220kV变电站电气主接线图,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/001 220kV变电站电气主接线图.dwg,datas/dxf_staging/_P1_staging/001 220kV变电站电气主接线图.dxf,datas/raw_json/_P1_staging/001 220kV变电站电气主接线图.json,datas/qa_and_png/P1_oda_output/001 220kV变电站电气主接线图.png,True,True,True,True,1,1,True,True
_P1_staging/01-110KV屋外配电装置配置接线图wm666.taobao.com,01-110KV屋外配电装置配置接线图wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/01-110KV屋外配电装置配置接线图wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/01-110KV屋外配电装置配置接线图wm666.taobao.com.dxf,datas/raw_json/_P1_staging/01-110KV屋外配电装置配置接线图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/01-110KV屋外配电装置配置接线图wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com,02-110KV屋外配电装置平面布置图wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com.dxf,datas/raw_json/_P1_staging/02-110KV屋外配电装置平面布置图wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/02-110KV屋外配电装置平面布置图wm666.taobao.com.png,True,True,True,True,1,1,True,True
_P1_staging/02-主接线wm666.taobao.com,02-主接线wm666.taobao.com,P1,_P1_staging,train,datas/dwg_staging/_P1_staging/02-主接线wm666.taobao.com.dwg,datas/dxf_staging/_P1_staging/02-主接线wm666.taobao.com.dxf,datas/raw_json/_P1_staging/02-主接线wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/02-主接线wm666.taobao.com.png,True,True,True,True,1,1,True,True
