entity_count,bbox_entity_count,line_count,polyline_count,text_count,insert_count,circle_count,arc_count,cad_min_x,cad_min_y,cad_max_x,cad_max_y,cad_width,cad_height,cad_area,cad_aspect_ratio,x_cluster_count,y_cluster_count,max_x_gap_ratio,max_y_gap_ratio,drawing_key,drawing_id,phase,batch,split,raw_json_path,png_path,png_width,png_height,png_error,png_file_size,hard_reject_reasons,review_flags,needs_panel_split,round2_keep
3200,3198,833,1074,1225,66,0,0,-24.99999923257019,-344.0538804750873,1250.841894800415,558.7290516468738,1275.8418940329852,902.782932121961,1151808.2860191348,1.4132321831053691,1,1,0.044229025565033005,0.05402825011874201,_P1_staging/#2主变220kV侧DL机构二次接线图(B066-500-0301)wm666.taobao.com,#2主变220kV侧DL机构二次接线图(B066-500-0301)wm666.taobao.com,P1,_P1_staging,train,datas/raw_json/_P1_staging/#2主变220kV侧DL机构二次接线图(B066-500-0301)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变220kV侧DL机构二次接线图(B066-500-0301)wm666.taobao.com.png,9362,6622,,276182,,,False,True
8133,7147,4984,630,1374,59,100,0,-49.36219848746987,-347.2136005906132,806.3731410162511,558.8364477061307,855.735339503721,906.0500482967439,775339.0456865769,0.9444680689685874,1,1,0.06562814811606231,0.051913673063885876,_P1_staging/#2主变220kV侧DL端子箱二次安装图(B066-500-0308)wm666.taobao.com,#2主变220kV侧DL端子箱二次安装图(B066-500-0308)wm666.taobao.com,P1,_P1_staging,train,datas/raw_json/_P1_staging/#2主变220kV侧DL端子箱二次安装图(B066-500-0308)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变220kV侧DL端子箱二次安装图(B066-500-0308)wm666.taobao.com.png,6622,9362,,303784,,,False,True
3516,3410,1247,618,1170,9,366,0,-24.99999923257019,-350.2307086592227,816.6342196831067,559.2233911042194,841.6342189156769,909.4540997634422,765427.6908940647,0.9254279233384006,1,1,0.041711269337316746,0.06191824986312677,_P1_staging/#2主变35kV侧DL机构二次接线图(B066-500-0304)wm666.taobao.com,#2主变35kV侧DL机构二次接线图(B066-500-0304)wm666.taobao.com,P1,_P1_staging,train,datas/raw_json/_P1_staging/#2主变35kV侧DL机构二次接线图(B066-500-0304)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变35kV侧DL机构二次接线图(B066-500-0304)wm666.taobao.com.png,6622,9362,,218564,,,False,True
3525,3131,2109,181,789,6,46,0,-28.0934051847355,-327.357206573038,584.239215129571,396.7494016152198,612.3326203143065,724.1066081882578,443394.0967788208,0.8456387683664232,1,1,0.04681138669488425,0.04909982055434018,_P1_staging/#2主变35kV侧DL端子箱二次安装图(B066-500-0309)wm666.taobao.com,#2主变35kV侧DL端子箱二次安装图(B066-500-0309)wm666.taobao.com,P1,_P1_staging,train,datas/raw_json/_P1_staging/#2主变35kV侧DL端子箱二次安装图(B066-500-0309)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变35kV侧DL端子箱二次安装图(B066-500-0309)wm666.taobao.com.png,6622,9362,,288080,,,False,True
1698,1602,695,354,443,30,66,14,-25.23278147011297,-334.7819206394731,559.0,389.1461766136317,584.232781470113,723.9280972531049,422942.5258425479,0.8070315044918741,1,1,0.06995792415030055,0.06945832752753009,_P1_staging/#2主变500kV侧PT二次接线和安装图(B066-500-0307)wm666.taobao.com,#2主变500kV侧PT二次接线和安装图(B066-500-0307)wm666.taobao.com,P1,_P1_staging,train,datas/raw_json/_P1_staging/#2主变500kV侧PT二次接线和安装图(B066-500-0307)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变500kV侧PT二次接线和安装图(B066-500-0307)wm666.taobao.com.png,6622,9362,,203202,,,False,True
1520,1520,460,434,480,118,28,0,-26.90064531820281,-336.1796674833936,542.249820767915,384.3762066766955,569.1504660861178,720.5558741600892,410104.71161930484,0.7898769359829924,1,1,0.0637086855575574,0.0695523061924656,_P1_staging/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com,#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com,P1,_P1_staging,train,datas/raw_json/_P1_staging/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com.png,6622,9362,,259586,,,False,True
3401,3273,1162,66,1901,78,66,0,-25.00000067548717,-340.208348656267,1691.38499521793,1643.412768213369,1716.3849958934172,1983.621116869636,3404657.522532386,0.8652786468627912,1,1,0.36702101523457453,0.582446031579751,_P1_staging/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com,#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com,P1,_P1_staging,train,datas/raw_json/_P1_staging/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变录波柜端子排图(B066-500-0219)wm666.taobao.com.png,6622,9362,,252154,,,False,True
9222,9006,3153,330,5414,27,46,36,-26.22622147378729,-320.8689950404261,818.7589174025616,541.9230065362822,844.9851388763489,862.7920015767083,729046.4192736979,0.9793613493544002,1,1,0.03482393559479812,0.031366379695573494,_P1_staging/#2主变本体总控制箱端子排图(B066-500-0310)wm666.taobao.com,#2主变本体总控制箱端子排图(B066-500-0310)wm666.taobao.com,P1,_P1_staging,train,datas/raw_json/_P1_staging/#2主变本体总控制箱端子排图(B066-500-0310)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变本体总控制箱端子排图(B066-500-0310)wm666.taobao.com.png,6622,9362,,275427,,,False,True
4783,4783,1500,1594,1312,323,54,0,-24.99999839858083,-345.9343229832306,999.249820767915,565.1926805931462,1024.2498191664959,911.1270035763768,933221.6686508151,1.1241570221781232,1,1,0.049438978287473685,0.0646539496864286,_P1_staging/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com,#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com,P1,_P1_staging,val,datas/raw_json/_P1_staging/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变测控单元控制信号回路(B066-500-0202)wm666.taobao.com.png,9362,6622,,392662,,,False,True
7226,6830,3911,201,2702,4,12,0,-25.35243167120257,-332.9726258604014,1178.371476684182,397.9096063560545,1203.7239083553845,730.8822322164559,879780.4171111,1.6469464645555827,1,1,0.04618484195633884,0.05497448678765182,_P1_staging/#2主变测控柜A16端子排图(B066-500-0218)wm666.taobao.com,#2主变测控柜A16端子排图(B066-500-0218)wm666.taobao.com,P1,_P1_staging,train,datas/raw_json/_P1_staging/#2主变测控柜A16端子排图(B066-500-0218)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变测控柜A16端子排图(B066-500-0218)wm666.taobao.com.png,9362,6622,,132073,,,False,True
3979,3979,870,1764,912,379,54,0,-24.99999839858083,-381.2361491797218,999.249820767915,525.5864125457811,1024.2498191664959,906.8225617255029,928812.8448634448,1.129493092030653,1,1,0.06214173813532763,0.09485103248945741,_P1_staging/#2主变测量计度回路(B066-500-0201)wm666.taobao.com,#2主变测量计度回路(B066-500-0201)wm666.taobao.com,P1,_P1_staging,train,datas/raw_json/_P1_staging/#2主变测量计度回路(B066-500-0201)wm666.taobao.com.json,datas/qa_and_png/P1_oda_output/#2主变测量计度回路(B066-500-0201)wm666.taobao.com.png,9362,6622,,307170,,,False,True
